CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
807539955,01/01/2016,12:00:00,01/24/2018,17:00:00,01/24/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,RESIDENCE - APT. HOUSE,,,"988,085","217,902",40.764774473000045,-73.986157253,"(40.764774473000045, -73.986157253)"
908438691,01/01/2016,10:00:00,02/11/2018,16:00:00,02/11/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,,,"993,373","229,301",40.79605784000006,-73.96705230699997,"(40.79605784000006, -73.96705230699997)"
713483285,01/01/2016,00:00:00,02/15/2018,19:30:00,02/16/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,32,INSIDE,RESIDENCE - APT. HOUSE,,,"1,001,374","238,163",40.82036969600006,-73.93813284599996,"(40.82036969600006, -73.93813284599996)"
178447094,01/01/2016,08:00:00,03/18/2017,17:00:00,02/21/2018,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,"1,001,606","251,324",40.85649236300002,-73.93726057999999,"(40.85649236300002, -73.93726057999999)"
911003056,01/01/2016,12:00:00,02/16/2018,12:00:00,02/28/2018,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,OTHER,,,"989,731","222,727",40.77801697500007,-73.98021132399998,"(40.77801697500007, -73.98021132399998)"
872986408,01/01/2016,00:01:00,12/31/2017,23:59:00,03/05/2018,233,SEX CRIMES,170,"SEXUAL MISCONDUCT,INTERCOURSE",ATTEMPTED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,33,INSIDE,RESIDENCE - PUBLIC HOUSING,,,"1,001,936","245,282",40.83990820100007,-73.93608358699998,"(40.83990820100007, -73.93608358699998)"
823238722,01/01/2016,12:00:00,,,10/09/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,32,INSIDE,RESIDENCE - APT. HOUSE,,,"999,358","236,472",40.81573205300003,-73.94542041099999,"(40.81573205300003, -73.94542041099999)"
856491353,01/01/2016,00:01:00,12/31/2016,23:59:00,10/14/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,CLOTHING/BOUTIQUE,,,"981,219","196,746",40.70670677700008,-74.01093370399997,"(40.70670677700008, -74.01093370399997)"
429976719,01/01/2016,08:00:00,05/31/2018,00:55:00,11/12/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,RESIDENCE - APT. HOUSE,,,"997,376","233,927",40.80874990400008,-73.95258580599993,"(40.80874990400008, -73.95258580599993)"
415011862,01/01/2016,12:00:00,12/05/2018,12:00:00,12/18/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,RESIDENCE - APT. HOUSE,,,"990,563","203,120",40.72420015400007,-73.97722564299994,"(40.72420015400007, -73.97722564299994)"
824246033,01/01/2016,02:00:00,,,12/19/2018,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,9,FRONT OF,STREET,,,"987,184","205,840",40.73166765800004,-73.98941508699994,"(40.73166765800004, -73.98941508699994)"
194735658,01/04/2016,12:00:00,01/04/2016,23:00:00,01/11/2018,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,"1,005,250","254,388",40.86489420400005,-73.92407814999996,"(40.86489420400005, -73.92407814999996)"
707109349,01/05/2016,08:00:00,07/02/2018,19:50:00,07/02/2018,109,GRAND LARCENY,424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,30,INSIDE,RESIDENCE - APT. HOUSE,,,"1,000,355","241,599",40.82980245500005,-73.94180622099998,"(40.82980245500005, -73.94180622099998)"
851536595,01/08/2016,12:00:00,01/08/2016,12:05:00,05/17/2018,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,"985,850","210,155",40.74351160900005,-73.99422735499998,"(40.74351160900005, -73.99422735499998)"
958836431,01/15/2016,03:00:00,06/29/2017,05:00:00,10/16/2018,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,CHAIN STORE,,,"988,262","208,819",40.73984385600005,-73.98552370799997,"(40.73984385600005, -73.98552370799997)"
593729757,01/18/2016,07:44:00,01/18/2018,07:47:00,01/18/2018,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,DRUG STORE,,,"998,151","234,236",40.80959683800006,-73.94978559799995,"(40.80959683800006, -73.94978559799995)"
836043121,01/24/2016,12:19:00,09/01/2018,04:42:00,09/01/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,"1,004,299","250,428",40.85402740600006,-73.92752823399996,"(40.85402740600006, -73.92752823399996)"
881300600,01/25/2016,12:00:00,03/25/2018,01:00:00,03/30/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,,,,"984,037","205,508",40.730756883000026,-74.00076997599997,"(40.730756883000026, -74.00076997599997)"
726809803,01/28/2016,12:58:00,01/28/2018,13:12:00,01/28/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,"997,293","221,326",40.77416367500007,-73.95291009799998,"(40.77416367500007, -73.95291009799998)"
254166325,01/28/2016,10:00:00,01/28/2018,11:00:00,01/29/2018,365,ADMINISTRATIVE CODE,878,"ADM.CODE,UNCLASSIFIED MISDEMEA",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,28,FRONT OF,RESIDENCE - APT. HOUSE,,,"996,600","231,435",40.80191116900005,-73.95539356899997,"(40.80191116900005, -73.95539356899997)"
980378611,02/01/2016,08:00:00,01/29/2018,18:00:00,01/30/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,COMMERCIAL BUILDING,,,"989,736","216,243",40.760220074000074,-73.98019856199994,"(40.760220074000074, -73.98019856199994)"
663639563,02/01/2016,00:01:00,06/30/2016,23:59:00,07/18/2018,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,26,INSIDE,,,,"996,241","236,149",40.81485028900005,-73.95668184799997,"(40.81485028900005, -73.95668184799997)"
539064060,02/09/2016,12:00:00,02/13/2016,20:00:00,03/22/2018,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,32,INSIDE,RESIDENCE - PUBLIC HOUSING,,,"999,358","236,472",40.81573205300003,-73.94542041099999,"(40.81573205300003, -73.94542041099999)"
407166170,02/11/2016,08:00:00,02/11/2016,20:00:00,04/17/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,PUBLIC BUILDING,,,"1,001,797","232,216",40.80404600700007,-73.93662010299995,"(40.80404600700007, -73.93662010299995)"
676532146,02/14/2016,10:00:00,02/15/2016,12:00:00,02/16/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,MANHATTAN,7,,TRANSIT - NYC SUBWAY,,,"987,206","199,455",40.71414236700008,-73.98933851099997,"(40.71414236700008, -73.98933851099997)"
792217800,02/16/2016,12:30:00,02/23/2016,23:00:00,02/10/2018,341,PETIT LARCENY,347,PETIT LARCENY-CHECK FROM MAILB,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,,MAILBOX OUTSIDE,,,"1,004,811","253,066",40.86126674800005,-73.92566936399999,"(40.86126674800005, -73.92566936399999)"
540300431,02/16/2016,13:48:00,,,08/27/2018,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESIDENCE - APT. HOUSE,,,"990,371","210,322",40.74396800900007,-73.97791178299997,"(40.74396800900007, -73.97791178299997)"
267580625,02/23/2016,12:00:00,06/06/2018,12:00:00,06/14/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,"1,005,947","254,944",40.866418569000075,-73.92155642099993,"(40.866418569000075, -73.92155642099993)"
629044935,02/23/2016,12:00:00,06/06/2018,12:00:00,06/14/2018,109,GRAND LARCENY,432,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,"1,005,947","254,944",40.866418569000075,-73.92155642099993,"(40.866418569000075, -73.92155642099993)"
856704542,02/28/2016,07:09:00,02/28/2018,07:09:00,02/28/2018,109,GRAND LARCENY,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,MAILBOX INSIDE,,,"1,001,540","244,426",40.83755951500007,-73.93751695299993,"(40.83755951500007, -73.93751695299993)"
847129382,02/29/2016,15:39:00,01/31/2018,12:00:00,01/31/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,GYM/FITNESS FACILITY,,,"986,636","219,002",40.767794199000036,-73.99138769399997,"(40.767794199000036, -73.99138769399997)"
607729109,03/01/2016,14:00:00,01/21/2018,20:30:00,01/21/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,30,INSIDE,RESIDENCE - APT. HOUSE,,,"998,060","240,479",40.82673226100008,-73.95010148099993,"(40.82673226100008, -73.95010148099993)"
623636864,03/01/2016,00:01:00,03/30/2018,15:30:00,04/04/2018,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,,,"991,204","206,293",40.73290878500006,-73.97490978999997,"(40.73290878500006, -73.97490978999997)"
150415238,03/02/2016,17:32:00,03/02/2016,17:48:00,02/01/2018,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,MANHATTAN,1,,TRANSIT - NYC SUBWAY,,,"982,466","197,787",40.709564416000035,-74.00643628099994,"(40.709564416000035, -74.00643628099994)"
457966361,03/02/2016,12:00:00,03/31/2016,12:00:00,08/06/2018,109,GRAND LARCENY,437,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,JEWELRY,,,"990,251","215,062",40.756978196000034,-73.97834061299993,"(40.756978196000034, -73.97834061299993)"
161017099,03/03/2016,12:07:00,07/13/2018,13:00:00,09/21/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,CLOTHING/BOUTIQUE,,,"987,587","212,403",40.749681321000025,-73.98795774099993,"(40.749681321000025, -73.98795774099993)"
280715700,03/10/2016,18:00:00,03/10/2016,18:00:00,05/23/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,17,,STREET,,,"994,001","216,161",40.75999133100004,-73.96480325499994,"(40.75999133100004, -73.96480325499994)"
915787960,03/15/2016,14:00:00,03/15/2018,14:15:00,03/16/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,33,FRONT OF,RESIDENCE - APT. HOUSE,,,"1,001,188","248,123",40.84770738000003,-73.93877971099994,"(40.84770738000003, -73.93877971099994)"
796526733,03/15/2016,00:01:00,03/15/2016,23:59:00,09/29/2018,233,SEX CRIMES,170,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,RESIDENCE-HOUSE,,,"1,000,555","230,994",40.800694331000045,-73.94110928599997,"(40.800694331000045, -73.94110928599997)"
776027254,03/16/2016,15:01:00,10/01/2018,15:01:00,10/02/2018,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,PUBLIC BUILDING,,,"983,903","200,257",40.71634415200003,-74.00125319299997,"(40.71634415200003, -74.00125319299997)"
269874705,03/19/2016,05:00:00,03/19/2016,07:00:00,10/01/2018,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,RESIDENCE - APT. HOUSE,,,"1,001,936","245,282",40.83990820100007,-73.93608358699998,"(40.83990820100007, -73.93608358699998)"
435613200,03/23/2016,20:20:00,03/23/2018,20:26:00,03/23/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,TAXI (YELLOW LICENSED),,,"997,016","219,318",40.768652643000046,-73.95391401199998,"(40.768652643000046, -73.95391401199998)"
797151145,03/29/2016,12:00:00,03/24/2018,19:00:00,04/26/2018,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,,,"998,583","222,146",40.77641236200003,-73.94825084599995,"(40.77641236200003, -73.94825084599995)"
594527773,04/01/2016,00:01:00,04/30/2018,23:59:00,05/29/2018,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,,STREET,,,"1,002,106","249,501",40.85148777400008,-73.93545796699993,"(40.85148777400008, -73.93545796699993)"
696828058,04/01/2016,07:00:00,12/05/2018,17:00:00,12/25/2018,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,RESIDENCE - APT. HOUSE,,,"988,877","223,978",40.781451127000025,-73.98329398199996,"(40.781451127000025, -73.98329398199996)"
206843252,04/02/2016,00:30:00,04/02/2016,01:00:00,10/22/2018,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,HOTEL/MOTEL,,,"988,874","207,673",40.736698070000045,-73.98331602599995,"(40.736698070000045, -73.98331602599995)"
462985519,04/03/2016,14:00:00,04/03/2018,14:20:00,04/09/2018,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,MANHATTAN,23,INSIDE,RESIDENCE - PUBLIC HOUSING,,,"999,614","227,020",40.78978846500007,-73.94451718099998,"(40.78978846500007, -73.94451718099998)"
877138773,04/04/2016,09:00:00,01/29/2018,10:55:00,03/02/2018,109,GRAND LARCENY,426,"LARCENY,GRAND BY BANK ACCT COMPROMISE-TELLER",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,RESIDENCE - APT. HOUSE,,,"989,004","220,120",40.77086186300004,-73.98283813099994,"(40.77086186300004, -73.98283813099994)"
757511095,04/06/2016,00:00:00,04/05/2018,00:00:00,04/06/2018,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,PUBLIC BUILDING,,,"983,903","200,257",40.71634415200003,-74.00125319299997,"(40.71634415200003, -74.00125319299997)"
587371224,04/08/2016,03:00:00,04/08/2016,06:00:00,04/16/2018,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,FRONT OF,STREET,,,"987,813","219,268",40.76852390400006,-73.98713843699994,"(40.76852390400006, -73.98713843699994)"
662400916,04/11/2016,00:00:00,04/11/2016,23:59:00,03/20/2018,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",ATTEMPTED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,RESIDENCE - APT. HOUSE,,,"990,708","221,712",40.77523040600005,-73.97668466699997,"(40.77523040600005, -73.97668466699997)"
724929407,04/13/2016,14:00:00,04/13/2018,14:00:00,04/14/2018,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,RESIDENCE - APT. HOUSE,,,"990,911","223,003",40.778773711000035,-73.97595044999997,"(40.778773711000035, -73.97595044999997)"
246441119,04/14/2016,14:25:00,04/14/2016,14:30:00,04/14/2018,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,23,INSIDE,RESIDENCE - PUBLIC HOUSING,,,"1,000,531","229,408",40.79634123700004,-73.94119981599994,"(40.79634123700004, -73.94119981599994)"
322950330,04/15/2016,09:00:00,07/24/2018,08:53:00,11/03/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,,RESIDENCE - APT. HOUSE,,,"988,600","218,831",40.767324100000046,-73.98429752099996,"(40.767324100000046, -73.98429752099996)"
150186162,04/16/2016,20:15:00,04/16/2018,20:25:00,04/17/2018,109,GRAND LARCENY,411,"LARCENY,GRAND FROM EATERY, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,RESTAURANT/DINER,,,"988,416","217,571",40.76386581400004,-73.98496256099996,"(40.76386581400004, -73.98496256099996)"
673889637,04/18/2016,06:45:00,03/26/2018,11:00:00,04/03/2018,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESTAURANT/DINER,,,"988,460","209,761",40.742429320000035,-73.98480861299998,"(40.742429320000035, -73.98480861299998)"
306823376,04/19/2016,06:25:00,,,02/13/2018,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,26,,STREET,,,"994,488","235,340",40.81263201500008,-73.96301610399996,"(40.81263201500008, -73.96301610399996)"
160878475,04/22/2016,00:00:00,04/22/2016,02:00:00,02/06/2018,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,RESIDENCE - APT. HOUSE,,,"987,624","203,977",40.72655401900005,-73.98782842699995,"(40.72655401900005, -73.98782842699995)"
591833245,04/23/2016,09:00:00,06/25/2018,14:00:00,06/25/2018,353,UNAUTHORIZED USE OF A VEHICLE,462,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,32,INSIDE,RESIDENCE-HOUSE,,,"999,565","236,789",40.81660177300005,-73.94467185399996,"(40.81660177300005, -73.94467185399996)"
128210795,04/23/2016,17:00:00,,,06/27/2018,125,NYS LAWS-UNCLASSIFIED FELONY,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,,,"1,002,662","249,660",40.85192304000003,-73.93344777699998,"(40.85192304000003, -73.93344777699998)"
317566557,04/25/2016,07:00:00,07/17/2018,09:00:00,10/11/2018,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,5,INSIDE,COMMERCIAL BUILDING,,,"984,186","201,363",40.71937986300003,-74.00023232699994,"(40.71937986300003, -74.00023232699994)"
173654674,04/25/2016,00:00:00,04/25/2016,23:59:00,10/23/2018,116,SEX CRIMES,168,SODOMY 1,COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,HOTEL/MOTEL,,,"987,624","203,977",40.72655401900005,-73.98782842699995,"(40.72655401900005, -73.98782842699995)"
